"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"3298","350170",95151,49698,45453,0,18113,17881,13704,17349,16442,11662,0,0,0
"3299","350180",19834,10248,9586,0,3489,3646,3113,3408,3437,2741,0,0,0
"3300","350190",183764,95727,88036,1,33182,33780,28765,32598,31861,23577,1,0,0
"3301","350200",12327,6319,6008,0,2261,2329,1729,2192,2285,1531,0,0,0
"3302","350210",140740,74181,66559,0,26317,26360,21504,24758,23856,17945,0,0,0
"3303","350220",61544,31579,29965,0,12335,10977,8267,12066,10576,7323,0,0,0
"3304","350230",14664,7480,7184,0,2705,2653,2122,2717,2596,1871,0,0,0
"3305","350240",11621,6068,5553,0,2226,2227,1615,2094,2131,1328,0,0,0
"3306","350250",90927,48002,42925,0,18615,17265,12122,17359,15670,9896,0,0,0
"3307","350260",17440,8884,8556,0,3202,3206,2476,3285,3087,2184,0,0,0
"3308","350270",67560,34629,32928,3,12352,12537,9740,12520,12110,8298,1,1,1
"3309","350275",44514,24132,20381,1,9106,8705,6321,8256,7463,4662,1,0,0
"3310","350280",459807,252100,207706,1,93737,90664,67699,81769,75965,49972,1,0,0
"3311","350290",87757,45502,42255,0,16442,15995,13065,16088,15065,11102,0,0,0
"3312","350300",18160,9420,8740,0,3206,3348,2866,3121,3125,2494,0,0,0
"3313","350310",18066,9203,8863,0,3159,3224,2820,3166,3195,2502,0,0,0
"3314","350315",5526,2691,2835,0,965,972,754,1057,1013,765,0,0,0
"3315","350320",621329,334871,286458,0,118427,117973,98471,107144,102466,76848,0,0,0
"3316","350330",319711,169519,150192,0,59117,59742,50660,55223,53989,40980,0,0,0
"3317","350335",6619,3302,3317,0,1130,1185,987,1170,1181,966,0,0,0
"3318","350340",22611,11772,10839,0,4047,4171,3554,3883,3906,3050,0,0,0
"3319","350350",11043,5592,5451,0,2045,2001,1546,2100,1963,1388,0,0,0
"3320","350360",31651,15469,16182,0,5709,5614,4146,6304,6057,3821,0,0,0
"3321","350370",26486,13396,13090,0,4643,4703,4050,4692,4731,3667,0,0,0
"3322","350380",115692,60954,54738,0,22469,22577,15908,21384,20625,12729,0,0,0
"3323","350390",272800,146055,126745,0,53917,53215,38923,49425,47218,30102,0,0,0
"3324","350395",6164,3129,3035,0,1076,1152,901,1084,1121,830,0,0,0
"3325","350400",274232,146925,127307,0,53007,52633,41285,48374,46564,32369,0,0,0
"3326","350410",430331,230314,200017,0,83508,80997,65809,77838,71773,50406,0,0,0
"3327","350420",32524,16862,15662,0,5975,5983,4904,5763,5660,4239,0,0,0
"3328","350430",13340,6812,6528,0,2253,2447,2112,2295,2374,1859,0,0,0
"3329","350440",27762,13620,14142,0,5046,4962,3612,5445,5261,3436,0,0,0
"3330","350450",242250,127470,114780,0,44510,44344,38616,42324,41023,31433,0,0,0
"3331","350460",64898,34370,30525,3,12105,12894,9371,11458,11744,7323,1,1,1
"3332","350470",9544,2501,7043,0,837,868,796,2220,2413,2410,0,0,0
"3333","350480",29452,15468,13981,3,5303,5489,4676,5052,5172,3757,1,1,1
"3334","350490",22563,11680,10883,0,4343,4228,3109,4282,4010,2591,0,0,0
"3335","350500",11136,5655,5481,0,1963,1982,1710,1951,1966,1564,0,0,0
"3336","350510",13947,7111,6836,0,2564,2523,2024,2658,2482,1696,0,0,0
"3337","350520",77853,41011,36842,0,14993,14887,11131,14120,13677,9045,0,0,0
"3338","350530",101284,53324,47960,0,17773,18678,16873,16724,17128,14108,0,0,0
"3339","350535",14290,6927,7363,0,2520,2520,1887,2778,2733,1852,0,0,0
"3340","350540",16605,7987,8618,0,3147,2954,1886,3620,3230,1768,0,0,0
"3341","350550",293014,156983,136031,0,54618,55641,46724,50397,49022,36611,0,0,0
"3342","350560",77218,40028,37190,0,15012,14391,10625,14744,13597,8849,0,0,0
"3343","350570",790782,435977,354801,4,164205,158088,113684,142216,132065,80520,2,2,0
"3344","350580",65641,34408,31233,0,11961,12135,10312,11474,11348,8411,0,0,0
"3345","350590",183161,95015,88146,0,32024,32101,30890,31291,30315,26540,0,0,0
"3346","350600",954762,507423,447339,0,183669,180834,142920,173010,162955,111374,0,0,0
"3347","350610",200725,106280,94445,0,37658,37947,30675,35370,34556,24519,0,0,0
"3348","350620",7595,3870,3725,0,1369,1327,1174,1374,1305,1046,0,0,0
"3349","350630",34747,17459,17284,4,6034,6025,5400,5729,5755,5800,1,2,1
"3350","350635",127472,66113,61359,0,26282,24375,15456,26244,22919,12196,0,0,0
"3351","350640",18843,10200,8643,0,3503,3581,3116,3138,3079,2426,0,0,0
"3352","350650",273917,147481,126436,0,53519,53625,40337,48706,46255,31474,0,0,0
"3353","350660",71746,37042,34704,0,13736,13736,9570,13576,12945,8183,0,0,0
"3354","350670",35705,18026,17679,0,6245,6427,5354,6577,6411,4691,0,0,0
"3355","350680",30736,16135,14601,0,5514,5603,5018,5249,5229,4123,0,0,0
"3356","350690",29738,15476,14262,0,5376,5403,4697,5241,5079,3942,0,0,0
"3357","350700",130036,68202,61834,0,25495,24647,18060,24470,22684,14680,0,0,0
"3358","350710",52415,27907,24508,0,9746,10057,8104,9230,9072,6206,0,0,0
"3359","350715",11627,5755,5872,0,1951,2034,1770,2091,2152,1629,0,0,0
"3360","350720",2535,1282,1253,0,455,479,348,459,465,329,0,0,0
"3361","350730",10211,5206,5005,0,1860,1883,1463,1912,1851,1242,0,0,0
"3362","350740",50522,25993,24529,0,8242,8665,9086,8111,8200,8218,0,0,0
"3363","350745",6482,3225,3257,0,1280,1295,650,1381,1327,549,0,0,0
"3364","350750",365554,197481,168073,0,74116,72783,50582,67690,64642,35741,0,0,0
"3365","350760",487542,257818,229724,0,91702,89139,76977,86243,80869,62612,0,0,0
"3366","350770",12425,6412,6013,0,2311,2358,1743,2296,2259,1458,0,0,0
"3367","350775",8179,4124,4055,0,1498,1504,1122,1551,1454,1050,0,0,0
"3368","350780",58508,31992,26516,0,11138,11231,9623,9951,9569,6996,0,0,0
"3369","350790",59174,31497,27677,0,11472,11439,8586,10552,10170,6955,0,0,0
"3370","350800",50039,25543,24496,0,9492,9170,6881,9708,8991,5797,0,0,0
"3371","350810",39878,21417,18461,0,7272,7509,6636,6558,6618,5285,0,0,0
"3372","350820",10516,5707,4809,0,2094,2010,1603,1800,1682,1327,0,0,0
"3373","350830",11886,6084,5802,0,2117,2165,1802,2170,2132,1500,0,0,0
"3374","350840",98899,50567,48332,0,19911,17590,13066,19861,17273,11198,0,0,0
"3375","350850",252285,131704,120581,0,47536,46532,37635,45890,43486,31205,0,0,0
"3376","350860",80710,42693,38017,0,16346,15030,11317,15137,13499,9381,0,0,0
"3377","350870",39479,20356,19123,0,7286,7169,5901,7266,6874,4983,0,0,0
"3378","350880",49881,26101,23780,0,9124,9338,7639,8785,8632,6363,0,0,0
"3379","350890",10549,5256,5293,0,1897,1935,1424,1957,1985,1351,0,0,0
"3380","350900",252485,136873,115612,0,47932,47937,41004,42963,41180,31468,0,0,0
"3381","350910",9982,4914,5068,0,1674,1731,1509,1859,1786,1423,0,0,0
"3382","350920",206937,108893,98044,0,40200,38543,30150,38367,35496,24181,0,0,0
"3383","350925",81603,41173,40430,0,16331,15040,9802,16570,14878,8982,0,0,0
"3384","350930",30463,15295,15168,0,5347,5376,4572,5550,5459,4159,0,0,0
"3385","350940",65609,34142,31467,0,12389,11938,9815,12128,11195,8144,0,0,0
"3386","350945",17283,8569,8714,0,2987,3147,2435,3222,3160,2332,0,0,0
"3387","350950",3051635,1641651,1409984,0,591679,585088,464883,539782,511221,358981,0,0,0
"3388","350960",209421,109086,100335,0,40595,39318,29173,40002,36755,23578,0,0,0
"3389","350970",124904,65783,59119,2,24119,24658,17006,23039,22692,13388,2,0,0
"3390","350980",10080,5091,4989,0,1828,1756,1507,1905,1788,1296,0,0,0
"3391","350990",28565,15312,13253,0,5638,5441,4233,5143,4802,3308,0,0,0
"3392","350995",10024,5157,4867,0,2073,1996,1088,2025,1892,950,0,0,0
"3393","351000",81778,42927,38851,0,15110,15042,12775,14423,13826,10602,0,0,0
"3394","351010",8512,4322,4190,0,1368,1429,1525,1369,1434,1387,0,0,0
"3395","351015",14036,7153,6883,0,2604,2587,1962,2582,2530,1771,0,0,0
"3396","351020",130182,67373,62809,0,23829,23877,19667,23541,22689,16579,0,0,0
"3397","351030",41047,20538,20509,0,7745,7459,5334,8109,7590,4810,0,0,0
"3398","351040",129105,67188,61917,0,24321,24337,18530,23693,22824,15400,0,0,0
"3399","351050",316534,173345,143186,3,62961,66838,43546,55127,55875,32184,1,1,1
"3400","351060",959138,517508,441629,1,193272,182834,141399,175585,160801,105241,1,0,0
"3401","351070",33271,17604,15667,0,6055,6123,5426,5643,5579,4445,0,0,0
"3402","351080",68026,35332,32694,0,12717,12307,10308,12441,11487,8766,0,0,0
"3403","351090",8675,4372,4303,0,1552,1519,1301,1602,1522,1179,0,0,0
"3404","351100",53545,27428,26117,0,10016,9770,7642,9948,9281,6888,0,0,0
"3405","351110",286160,153570,132590,0,55528,55592,42450,50160,49048,33382,0,0,0
"3406","351120",22607,11376,11231,0,3948,4029,3399,3997,4034,3199,0,0,0
"3407","351130",30532,15950,14582,0,5792,5639,4519,5513,5333,3736,0,0,0
"3408","351140",55460,28056,27404,0,9611,9777,8668,9881,9776,7747,0,0,0
"3409","351150",135920,70959,64961,0,24817,24693,21449,23937,23141,17878,0,0,0
"3410","351160",46705,24163,22542,0,8872,8544,6747,8672,8066,5804,0,0,0
"3411","351170",43812,22202,21610,0,8289,8086,5827,8479,8017,5114,0,0,0
"3412","351190",19550,10069,9481,0,3535,3721,2813,3490,3548,2443,0,0,0
"3413","351200",45387,23176,22211,0,8447,8059,6670,8459,7793,5959,0,0,0
"3414","351210",17824,8945,8879,0,2931,3065,2949,3078,3103,2698,0,0,0
"3415","351220",83333,43390,39943,0,17469,15056,10865,16915,14278,8750,0,0,0
"3416","351230",43835,22714,21121,0,8077,8042,6595,8062,7585,5474,0,0,0
"3417","351240",68361,35890,32471,0,12870,12894,10126,12322,11959,8190,0,0,0
"3418","351250",12914,7154,5760,0,2630,2600,1924,2251,2113,1396,0,0,0
"3419","351260",16316,7982,8334,0,2734,2749,2499,3068,2838,2428,0,0,0
"3420","351270",12337,6471,5866,0,2350,2365,1756,2266,2202,1398,0,0,0
"3421","351280",154810,80518,74292,0,30360,28866,21292,29005,26873,18414,0,0,0
"3422","351290",25179,12996,12183,0,4497,4587,3912,4456,4439,3288,0,0,0
"3423","351300",554790,293509,261278,3,107641,104843,81025,102196,95516,63565,1,1,1
"3424","351310",84360,43726,40634,0,16151,16323,11252,15984,15333,9317,0,0,0
"3425","351320",27963,14686,13277,0,5193,5240,4253,4964,4819,3494,0,0,0
"3426","351330",6865,3622,3243,0,1488,1284,850,1372,1132,739,0,0,0
"3427","351340",200936,105752,95184,0,39391,37816,28545,36799,34472,23913,0,0,0
"3428","351350",296193,154073,142119,1,56924,54938,42211,55135,51451,35533,1,0,0
"3429","351360",59720,30117,29603,0,10833,10890,8394,11181,10925,7497,0,0,0
"3430","351370",90623,48093,42530,0,16341,16507,15245,15215,14988,12327,0,0,0
"3431","351380",1300967,693163,607802,2,247561,243429,202166,231140,219405,157250,2,0,0
"3432","351385",5397,2709,2688,0,898,905,906,865,947,876,0,0,0
"3433","351390",34797,18000,16797,0,6059,6307,5634,5929,6015,4853,0,0,0
"3434","351400",23327,11904,11423,0,4315,4307,3282,4394,4153,2876,0,0,0
"3435","351410",66421,34506,31915,0,12549,12402,9555,12447,11601,7867,0,0,0
"3436","351420",6953,3453,3500,0,1165,1182,1106,1241,1218,1041,0,0,0
"3437","351430",23422,11907,11515,0,3952,4178,3777,4107,4078,3330,0,0,0
"3438","351440",117563,60638,56925,0,23047,23102,14489,22640,21661,12624,0,0,0
"3439","351450",43510,22387,21123,0,7502,7519,7366,7411,7270,6442,0,0,0
"3440","351460",28462,14634,13828,0,5259,5088,4287,5126,4989,3713,0,0,0
"3441","351470",17315,8809,8506,0,3175,3113,2521,3173,3050,2283,0,0,0
"3442","351480",31660,16201,15459,0,6276,5917,4008,6312,5769,3378,0,0,0
"3443","351490",51601,25881,25720,0,9510,9239,7132,9970,9375,6375,0,0,0
"3444","351492",9559,4766,4793,0,1647,1715,1404,1673,1736,1384,0,0,0
"3445","351495",6441,3160,3281,0,1098,1193,869,1205,1208,868,0,0,0
"3446","351500",720645,392294,328349,2,143603,138341,110350,129395,120052,78902,1,1,0
"3447","351510",179882,94585,85297,0,34375,33241,26969,32958,30625,21714,0,0,0
"3448","351512",10719,5510,5209,0,1728,1877,1905,1746,1791,1672,0,0,0
"3449","351515",46551,24261,22290,0,9726,9186,5349,9413,8467,4410,0,0,0
"3450","351518",99934,53011,46923,0,19024,18682,15305,17880,17049,11994,0,0,0
"3451","351519",11864,5917,5947,0,2137,2186,1594,2316,2199,1432,0,0,0
"3452","351520",34303,17443,16860,0,5743,5673,6027,5786,5655,5419,0,0,0
"3453","351530",7891,4032,3859,0,1336,1423,1273,1361,1410,1088,0,0,0
"3454","351535",23866,12283,11583,0,4531,4241,3511,4601,4065,2917,0,0,0
"3455","351540",48240,25403,22837,0,8743,8759,7901,8334,7987,6516,0,0,0
"3456","351550",208449,110664,97785,0,37834,38445,34385,35266,34702,27817,0,0,0
"3457","351560",20911,10955,9956,0,3679,3813,3463,3464,3571,2921,0,0,0
"3458","351565",7928,3936,3992,0,1114,1079,1743,1183,1111,1698,0,0,0
"3459","351570",367948,197988,169950,10,71689,70168,56131,66270,61475,42205,7,3,0
"3460","351580",6116,3149,2967,0,990,1260,899,954,1188,825,0,0,0
"3461","351590",8928,4556,4372,0,1504,1561,1491,1523,1522,1327,0,0,0
"3462","351600",30453,15363,15090,0,5205,5246,4912,5363,5268,4459,0,0,0
"3463","351610",13483,4405,9078,0,1514,1541,1350,3296,3108,2674,0,0,0
"3464","351620",782035,416176,365859,0,156038,148860,111278,145149,133557,87152,0,0,0
"3465","351630",416354,215894,200460,0,81429,77920,56545,81069,74367,45023,0,0,0
"3466","351640",413752,216519,197233,0,78288,76977,61254,75962,71195,50076,0,0,0
"3467","351650",10882,5470,5412,0,1842,1957,1671,1912,1927,1573,0,0,0
"3468","351660",19395,9824,9571,0,3194,3304,3326,3333,3276,2962,0,0,0
"3469","351670",108456,57923,50533,0,20742,20134,17047,19250,17941,13342,0,0,0
"3470","351680",12185,5995,6190,0,2071,2106,1818,2304,2226,1660,0,0,0
"3471","351685",13623,6856,6767,0,2383,2440,2033,2452,2439,1876,0,0,0
"3472","351690",33889,16984,16905,0,6043,6023,4918,6312,6186,4407,0,0,0
"3473","351700",27247,13798,13449,0,4931,4838,4029,5076,4736,3637,0,0,0
"3474","351710",11929,6150,5779,0,2168,2208,1774,2149,2061,1569,0,0,0
"3475","351720",29703,15266,14433,4,5443,5490,4333,5408,5287,3738,1,1,2
"3476","351730",17146,8886,8260,0,3071,3098,2717,3015,2975,2270,0,0,0
"3477","351740",113686,59493,54193,0,20718,20395,18380,19457,18981,15755,0,0,0
"3478","351750",51483,28103,23380,0,9805,9900,8398,8690,8423,6267,0,0,0
"3479","351760",48528,24048,24480,0,8693,8526,6829,9384,8659,6437,0,0,0
"3480","351770",50249,26087,24162,0,9059,9115,7913,8829,8635,6698,0,0,0
"3481","351780",21032,10760,10272,0,3819,3834,3107,3784,3739,2749,0,0,0
"3482","351790",25439,13075,12364,0,4573,4504,3998,4512,4303,3549,0,0,0
"3483","351800",8110,4138,3972,0,1272,1335,1531,1278,1323,1371,0,0,0
"3484","351810",16946,8665,8281,0,3212,3062,2391,3191,2970,2120,0,0,0
"3485","351820",81013,42863,38150,0,14715,15011,13137,14019,13638,10493,0,0,0
"3486","351830",100897,52654,48243,0,18792,18510,15352,18093,17285,12865,0,0,0
"3487","351840",317028,168255,148773,0,61833,61072,45350,57056,54781,36936,0,0,0
"3488","351850",29538,14428,15110,0,5273,5199,3956,5820,5563,3727,0,0,0
"3489","351860",97047,50358,46689,0,18045,17851,14462,17585,16889,12215,0,0,0
"3490","351870",743051,397296,345752,3,155963,140074,101259,144436,124201,77115,1,1,1
"3491","351880",3613753,1942533,1671218,2,717000,694348,531184,655212,614480,401526,2,0,0
"3492","351885",22191,11289,10902,0,3874,3950,3465,3934,3799,3169,0,0,0
"3493","351890",11298,5550,5748,0,1936,1953,1661,2105,2065,1578,0,0,0
"3494","351900",28458,15099,13359,0,6070,5312,3717,5611,4807,2941,0,0,0
"3495","351905",28768,14977,13791,0,5598,5366,4013,5406,5056,3329,0,0,0
"3496","351907",589224,309741,279480,3,117071,114131,78539,111468,105309,62702,1,1,1
"3497","351910",35012,17810,17202,0,5947,6091,5772,5924,6082,5196,0,0,0
"3498","351920",15296,7855,7441,0,2731,2727,2397,2717,2720,2004,0,0,0
"3499","351925",14343,6291,8052,0,2315,2238,1738,3069,2881,2102,0,0,0
"3500","351930",86089,44800,41289,0,16474,16432,11894,15920,15530,9839,0,0,0
"3501","351940",40355,21040,19315,0,7197,7051,6792,6938,6642,5735,0,0,0
"3502","351950",14591,7880,6711,0,2701,2694,2485,2435,2411,1865,0,0,0
"3503","351960",144754,77510,67244,0,27692,26944,22874,25363,23745,18136,0,0,0
"3504","351970",193252,98310,94942,0,37772,34881,25657,38165,34230,22547,0,0,0
"3505","351980",24172,12296,11876,0,4285,4351,3660,4376,4261,3239,0,0,0
"3506","351990",24186,12455,11731,0,4243,4439,3773,4138,4296,3297,0,0,0
"3507","352000",106106,35510,70596,0,12545,12635,10330,27583,24795,18218,0,0,0
"3508","352010",67670,35430,32240,0,12336,12114,10980,11921,11213,9106,0,0,0
"3509","352020",29408,15430,13978,0,5222,5405,4803,4958,5062,3958,0,0,0
"3510","352030",78742,40950,37792,0,14520,14517,11913,14075,13752,9965,0,0,0
"3511","352040",88250,47139,41111,0,17674,17600,11865,16593,15671,8847,0,0,0
"3512","352042",45832,24311,21521,0,8577,8412,7322,7933,7579,6009,0,0,0
"3513","352044",93090,46499,46591,0,15976,16189,14334,16773,16656,13162,0,0,0
"3514","352050",667908,350158,317750,0,122832,119232,108094,115943,109827,91980,0,0,0
"3515","352060",15207,7767,7440,0,2689,2766,2312,2799,2758,1883,0,0,0
"3516","352070",13304,6939,6365,0,2291,2409,2239,2208,2238,1919,0,0,0
"3517","352080",11224,5699,5525,0,1977,2041,1681,1977,1996,1552,0,0,0
"3518","352090",35832,18782,17050,0,6598,6733,5451,6427,6260,4363,0,0,0
"3519","352100",58623,29710,28913,0,10635,10521,8554,11027,10416,7470,0,0,0
"3520","352110",12605,6720,5885,0,2492,2442,1786,2380,2188,1317,0,0,0
"3521","352115",18864,9717,9147,0,3492,3495,2730,3464,3364,2319,0,0,0
"3522","352120",8744,4411,4333,0,1616,1688,1107,1687,1671,975,0,0,0
"3523","352130",47344,23975,23369,0,8091,8153,7731,8341,8024,7004,0,0,0
"3524","352140",58093,30466,27627,0,11207,11147,8112,10789,10358,6480,0,0,0
"3525","352150",24192,12248,11944,0,4095,3842,4311,4182,3829,3933,0,0,0
"3526","352160",18499,9015,9484,0,2969,3156,2890,3310,3313,2861,0,0,0
"3527","352170",52158,26205,25953,0,8584,9140,8481,8890,9258,7805,0,0,0
"3528","352180",78720,35585,43135,0,12217,12518,10850,15559,15286,12290,0,0,0
"3529","352190",40318,20726,19592,0,7266,7526,5934,7124,7325,5143,0,0,0
"3530","352200",8639,4484,4155,0,1625,1502,1357,1594,1449,1112,0,0,0
"3531","352210",212676,111610,101063,3,41006,38757,31847,40328,35761,24974,2,1,0
"3532","352215",9940,4804,5136,0,1542,1578,1684,1717,1732,1687,0,0,0
"3533","352220",392306,208477,183827,2,77174,73514,57789,72363,66641,44823,2,0,0
"3534","352230",440229,229872,210357,0,84965,80549,64358,81142,74942,54273,0,0,0
"3535","352240",279264,144408,134856,0,51091,51000,42317,50322,48096,36438,0,0,0
"3536","352250",527943,281696,246247,0,111268,100451,69977,103729,89894,52624,0,0,0
"3537","352260",195473,102346,93127,0,35202,36034,31110,33519,33492,26116,0,0,0
"3538","352265",10880,5394,5486,0,1894,1899,1601,1985,1967,1534,0,0,0
"3539","352270",97150,50903,46247,0,18038,17963,14902,17374,16659,12214,0,0,0
"3540","352280",44422,22814,21608,0,7797,8050,6967,7698,7759,6151,0,0,0
"3541","352290",30934,16256,14678,0,5832,5806,4618,5598,5282,3798,0,0,0
"3542","352300",11884,6024,5860,0,2166,2181,1677,2224,2141,1495,0,0,0
"3543","352310",715588,379542,336044,2,146225,135303,98014,137883,122605,75556,1,1,0
"3544","352320",134192,70144,64048,0,24564,25002,20578,23672,23280,17096,0,0,0
"3545","352330",33510,17764,15746,0,6609,6510,4645,6204,5836,3706,0,0,0
"3546","352340",292214,155824,136385,5,56339,55087,44398,52414,49171,34800,1,2,2
"3547","352350",54030,26947,27083,0,9396,9330,8221,9930,9566,7587,0,0,0
"3548","352360",36096,18208,17888,0,6624,6566,5018,6884,6576,4428,0,0,0
"3549","352370",17432,9009,8423,0,3365,3238,2406,3274,3072,2077,0,0,0
"3550","352380",16655,8350,8305,0,2996,2880,2474,3168,2920,2217,0,0,0
"3551","352390",418412,226667,191745,0,81606,79701,65360,74108,69285,48352,0,0,0
"3552","352400",153228,80276,72952,0,29514,29028,21734,28381,26620,17950,0,0,0
"3553","352410",113895,60013,53882,0,20496,20502,19015,19373,18752,15757,0,0,0
"3554","352420",19622,10058,9564,0,3620,3551,2887,3617,3350,2597,0,0,0
"3555","352430",183712,97191,86521,0,33241,33016,30934,30867,30195,25459,0,0,0
"3556","352440",560021,300314,259707,0,111672,105055,83587,102208,92246,65253,0,0,0
"3557","352450",23684,11962,11722,0,4197,4309,3456,4368,4299,3055,0,0,0
"3558","352460",45049,23185,21864,0,9047,8535,5603,8992,8202,4670,0,0,0
"3559","352470",174027,92085,81942,0,34694,33994,23397,32357,30606,18979,0,0,0
"3560","352480",135147,71880,63267,0,25149,25983,20748,23418,23324,16525,0,0,0
"3561","352490",13885,7071,6809,5,2546,2457,2068,2506,2474,1829,1,2,2
"3562","352500",255712,135188,120520,4,50858,47559,36771,48090,43487,28943,2,2,0
"3563","352510",111667,58176,53491,0,21484,20620,16072,20898,19534,13059,0,0,0
"3564","352520",87999,45170,42829,0,17488,16317,11365,17636,15509,9684,0,0,0
"3565","352530",339963,183319,156644,0,65209,64103,54007,59055,55615,41974,0,0,0
"3566","352540",10578,5401,5177,0,1996,1983,1422,2030,1948,1199,0,0,0
"3567","352550",30532,15631,14901,0,5578,5432,4621,5620,5347,3934,0,0,0
"3568","352560",10983,5705,5278,0,2012,2025,1668,1995,1928,1355,0,0,0
"3569","352570",103361,53857,49504,0,18898,19155,15804,18409,17976,13119,0,0,0
"3570","352580",10964,5771,5193,0,2114,2154,1503,2032,1982,1179,0,0,0
"3571","352585",9651,4988,4663,0,1824,1765,1399,1798,1684,1181,0,0,0
"3572","352590",1192230,642714,549514,2,228507,225389,188818,207008,197482,145024,1,1,0
"3573","352600",60393,29869,30524,0,10601,10863,8405,11178,11195,8151,0,0,0
